PG.Genes	PG.ProteinAccessions	PG.ProteinDescriptions	PG.ProteinNames	PG.Qvalue	gene_id	gene_chr	gene_start_hg38	gene_end_hg38	strand
ALDH2	P05091	"Aldehyde dehydrogenase, mitochondrial"	ALDH2_HUMAN	2.21e-14	217	12	111766887	111809985	+
ALDH3A1	P30838	"Aldehyde dehydrogenase, dimeric NADP-preferring"	AL3A1_HUMAN	1.06e-15	218	17	19737984	19748433	-
ALDH3A2	P51648	Aldehyde dehydrogenase family 3 member A2	AL3A2_HUMAN	1.04e-12	224	17	19648136	19677596	+
ALDH3B1	P43353	Aldehyde dehydrogenase family 3 member B1	AL3B1_HUMAN	1e-06	221	11	68008547	68029282	+
ALDH4A1	P30038	"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"	AL4A1_HUMAN	3.81e-20	8659	1	18871430	18902799	-
ALDH5A1	P51649	"Succinate-semialdehyde dehydrogenase, mitochondrial"	SSDH_HUMAN	1.44e-17	7915	6	24494969	24537207	+
ALDH6A1	Q02252	"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"	MMSA_HUMAN	9.29e-20	4329	14	74057662	74084493	-
ALDH7A1	P49419	Alpha-aminoadipic semialdehyde dehydrogenase	AL7A1_HUMAN	1.18e-12	501	5	126541841	126595390	-
ALDH9A1	P49189	4-trimethylaminobutyraldehyde dehydrogenase	AL9A1_HUMAN	3.79e-23	223	1	165662212	165698663	-
ALDOA	P04075	Fructose-bisphosphate aldolase A	ALDOA_HUMAN	8.06e-14	226	16	30053090	30070420	+
ALDOC	P09972	Fructose-bisphosphate aldolase C	ALDOC_HUMAN	3.79e-23	230	17	28573115	28576948	-
ALG1	Q9BT22	Chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1_HUMAN	8.46e-06	56052	16	5071809	5087379	+
ALG10	Q5BKT4	"Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase"	AG10A_HUMAN	0.000490519	84920	12	34022281	34028302	+
ALG11	Q2TAA5	"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase"	ALG11_HUMAN	0.006597844	440138	13	52012387	52029648	+
ALG12	Q9BV10	"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase"	ALG12_HUMAN	0.000382973	79087	22	49859147	49918458	-
ALG2	Q9H553	"Alpha-1,3/1,6-mannosyltransferase ALG2"	ALG2_HUMAN	2.78e-12	85365	9	99216425	99221964	-
ALG3	Q92685	"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase"	ALG3_HUMAN	1.45e-05	10195	3	184242329	184249525	-
ALG5	Q9Y673	Dolichyl-phosphate beta-glucosyltransferase	ALG5_HUMAN	3.79e-23	29880	13	36949770	36999367	-
ALG6	Q9Y672	"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase"	ALG6_HUMAN	5.19e-10	29929	1	63367590	63438562	+
ALG8	Q9BVK2	"Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase"	ALG8_HUMAN	1.19e-11	79053	11	78100942	78139660	-
ALG9	Q9H6U8	"Alpha-1,2-mannosyltransferase ALG9"	ALG9_HUMAN	3.76e-06	79796	11	111782195	111871581	-
ALKBH5	Q6P6C2	RNA demethylase ALKBH5	ALKB5_HUMAN	2.15e-08	54890	17	18183553	18209954	+
ALOX12	P18054	Polyunsaturated fatty acid lipoxygenase ALOX12	LOX12_HUMAN	1.15e-05	239	17	6994196	7010754	+
ALOX12B	O75342	"Arachidonate 12-lipoxygenase, 12R-type"	LX12B_HUMAN	3.91e-06	242	17	8072636	8087703	-
ALOX15	P16050	Polyunsaturated fatty acid lipoxygenase ALOX15	LOX15_HUMAN	3.79e-23	246	17	4630919	4641665	-
ALOX15B	O15296	Polyunsaturated fatty acid lipoxygenase ALOX15B	LX15B_HUMAN	1.99e-10	247	17	8039040	8049134	+
ALOX5	P09917	Polyunsaturated fatty acid 5-lipoxygenase	LOX5_HUMAN	5.98e-15	240	10	45374176	45446121	+
ALOX5AP	P20292	Arachidonate 5-lipoxygenase-activating protein	AL5AP_HUMAN	1.11e-07	241	13	30713478	30764428	+
ALPL	P05186	"Alkaline phosphatase, tissue-nonspecific isozyme"	PPBT_HUMAN	0.009252451	249	1	21508982	21578412	+
ALYREF	Q86V81	THO complex subunit 4	THOC4_HUMAN	3.06e-10	10189	17	81887835	81891622	-
AMACR	Q9UHK6	Alpha-methylacyl-CoA racemase	AMACR_HUMAN	2.02e-05	23600	5	33986986	34008115	-
AMBP	P02760	Protein AMBP	AMBP_HUMAN	1.63e-10	259	9	114060127	114078472	-
AMDHD2	Q9Y303	N-acetylglucosamine-6-phosphate deacetylase	NAGA_HUMAN	7.39e-08	51005	16	2520362	2530954	+
AMFR	Q9UKV5	E3 ubiquitin-protein ligase AMFR	AMFR_HUMAN	0.004625408	267	16	56361452	56425538	-
AMPD1	P23109	AMP deaminase 1	AMPD1_HUMAN	1.2e-05	270	1	114673098	114695618	-
AMPD2	Q01433	AMP deaminase 2	AMPD2_HUMAN	0.000307264	271	1	109619659	109632055	+
AMPD3	Q01432	AMP deaminase 3	AMPD3_HUMAN	2.1e-17	272	11	10450321	10507579	+
AMPH	P49418	Amphiphysin	AMPH_HUMAN	0.000179391	273	7	38383694	38631567	-
AMZ2	Q86W34	Archaemetzincin-2	AMZ2_HUMAN	0.004226551	51321	17	68205997	68257164	+
ANAPC1	Q9H1A4	Anaphase-promoting complex subunit 1	APC1_HUMAN	0.000578425	64682	2	111767637	111884186	-
ANAPC2	Q9UJX6	Anaphase-promoting complex subunit 2	ANC2_HUMAN	1e-05	29882	9	137174784	137188605	-
ANAPC4	Q9UJX5	Anaphase-promoting complex subunit 4	APC4_HUMAN	2.16e-12	29945	4	25377226	25418498	+
ANAPC7	Q9UJX3	Anaphase-promoting complex subunit 7	APC7_HUMAN	1.29e-08	51434	12	110372900	110403730	-
ANG	P03950	Angiogenin	ANGI_HUMAN	1.57e-14	283	14	20684177	20694186	+
ANGPT1	Q15389	Angiopoietin-1	ANGP1_HUMAN	0.006371517	284	8	107249482	107498026	-
ANGPTL2	Q9UKU9	Angiopoietin-related protein 2	ANGL2_HUMAN	1.08e-12	23452	9	127087349	127122797	-
ANGPTL4	Q9BY76	Angiopoietin-related protein 4	ANGL4_HUMAN	0.000965504	51129	19	8364127	8374375	+
ANGPTL5	Q86XS5	Angiopoietin-related protein 5	ANGL5_HUMAN	0.000250592	253935	11	101890674	101916715	-
ANK1	P16157	Ankyrin-1	ANK1_HUMAN	3.79e-23	286	8	41653225	41896762	-
ANK2	Q01484	Ankyrin-2	ANK2_HUMAN	1.24e-20	287	4	112818083	113383740	+
ANK3	Q12955	Ankyrin-3	ANK3_HUMAN	3.79e-23	288	10	60026298	60733526	-
ANKFY1	Q9P2R3	Rabankyrin-5	ANFY1_HUMAN	5.38e-20	51479	17	4163371	4264008	-
ANKHD1	Q8IWZ3	Ankyrin repeat and KH domain-containing protein 1	ANKH1_HUMAN	8.46e-05	54882	5	140401814	140539856	+
ANKIB1	Q9P2G1	Ankyrin repeat and IBR domain-containing protein 1	AKIB1_HUMAN	0.00547768	54467	7	92246216	92401770	+
ANKLE2	Q86XL3	Ankyrin repeat and LEM domain-containing protein 2	ANKL2_HUMAN	0.002817923	23141	12	132725667	132761888	-
ANKMY2	Q8IV38	Ankyrin repeat and MYND domain-containing protein 2	ANKY2_HUMAN	0.000151924	57037	7	16599776	16645817	-
ANKRD13A	Q8IZ07	Ankyrin repeat domain-containing protein 13A	AN13A_HUMAN	1.25e-10	88455	12	109999169	110039432	+
ANKRD13D	Q6ZTN6	Ankyrin repeat domain-containing protein 13D	AN13D_HUMAN	0.00097689	338692	11	67289291	67302484	+
ANKRD17	O75179	Ankyrin repeat domain-containing protein 17	ANR17_HUMAN	0.000659976	26057	4	73074785	73259142	-
ANKRD22	Q5VYY1	Ankyrin repeat domain-containing protein 22	ANR22_HUMAN	2.32e-09	118932	10	88819899	88851975	-
ANKRD35	Q8N283	Ankyrin repeat domain-containing protein 35	ANR35_HUMAN	8.97e-20	148741	1	145866560	145885866	-
ANKRD44	Q8N8A2	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	ANR44_HUMAN	0.002286154	91526	2	196962617	197310797	-
ANKRD50	Q9ULJ7	Ankyrin repeat domain-containing protein 50	ANR50_HUMAN	0.004273386	57182	4	124664048	124713220	-
ANKS1A	Q92625	Ankyrin repeat and SAM domain-containing protein 1A	ANS1A_HUMAN	0.000330045	23294	6	34889261	35098010	+
ANO1	Q5XXA6	Anoctamin-1	ANO1_HUMAN	0.000210156	55107	11	70078302	70189545	+
ANO10	Q9NW15	Anoctamin-10	ANO10_HUMAN	1.29e-11	55129	3	43366326	43691594	-
ANO6	Q4KMQ2	Anoctamin-6	ANO6_HUMAN	8.73e-15	196527	12	45215987	45440404	+
ANO9	A1A5B4	Anoctamin-9	ANO9_HUMAN	0.006932819	338440	11	417930	442011	-
ANP32A	P39687	Acidic leucine-rich nuclear phosphoprotein 32 family member A	AN32A_HUMAN	7.33e-06	8125	15	68778535	68820922	-
ANP32B	Q92688	Acidic leucine-rich nuclear phosphoprotein 32 family member B	AN32B_HUMAN	3.83e-09	10541	9	97983207	98015943	+
ANP32E	Q9BTT0	Acidic leucine-rich nuclear phosphoprotein 32 family member E	AN32E_HUMAN	1.5e-09	81611	1	150218417	150236156	-
ANPEP	P15144	Aminopeptidase N	AMPN_HUMAN	2.3e-14	290	15	89784895	89814854	-
ANTXR1	Q9H6X2	Anthrax toxin receptor 1	ANTR1_HUMAN	8.42e-07	84168	2	69013144	69249327	+
ANTXR2	P58335	Anthrax toxin receptor 2	ANTR2_HUMAN	0.000386076	118429	4	79901617	80073472	-
ANXA1	P04083	Annexin A1	ANXA1_HUMAN	3.52e-20	301	9	73151731	73170393	+
ANXA11	P50995	Annexin A11	ANX11_HUMAN	4.32e-19	311	10	80152610	80205677	-
ANXA2	P07355	Annexin A2	ANXA2_HUMAN	2.51e-14	302	15	60347151	60397986	-
ANXA3	P12429	Annexin A3	ANXA3_HUMAN	3.79e-23	306	4	78551588	78610451	+
ANXA4	P09525	Annexin A4	ANXA4_HUMAN	2.81e-11	307	2	69644100	69826464	+
ANXA5	P08758	Annexin A5	ANXA5_HUMAN	1.23e-15	308	4	121667997	121696992	-
ANXA6	P08133	Annexin A6	ANXA6_HUMAN	3.47e-17	309	5	151100706	151157882	-
ANXA7	P20073	Annexin A7	ANXA7_HUMAN	6.15e-16	310	10	73375431	73414083	-
ANXA8	P13928	Annexin A8	ANXA8_HUMAN	9.97e-12	653145	10	47467993	47993768	-
ANXA8L1	Q5VT79	Annexin A8-like protein 1	AXA81_HUMAN	9.65e-17	728113	10	46375590	46391784	+
ANXA9	O76027	Annexin A9	ANXA9_HUMAN	3.79e-23	8416	1	150982023	150996063	+
AOC1	P19801	Amiloride-sensitive amine oxidase [copper-containing]	AOC1_HUMAN	0.001091469	26	7	150826393	150861291	+
AOC3	Q16853	Membrane primary amine oxidase	AOC3_HUMAN	1.23e-22	8639	17	42851123	42858130	+
AOX1	Q06278	Aldehyde oxidase	AOXA_HUMAN	4.04e-19	316	2	200585952	200682241	+
AP1B1	Q10567	AP-1 complex subunit beta-1	AP1B1_HUMAN	3.79e-23	162	22	29327680	29388583	-
AP1G1	O43747	AP-1 complex subunit gamma-1	AP1G1_HUMAN	2.07e-06	164	16	71729000	71809073	-
AP1G2	O75843	AP-1 complex subunit gamma-like 2	AP1G2_HUMAN	2.27e-13	8906	14	23559563	23569545	-
AP1M1	Q9BXS5	AP-1 complex subunit mu-1	AP1M1_HUMAN	6.23e-22	8907	19	16197854	16235345	+
AP1M2	Q9Y6Q5	AP-1 complex subunit mu-2	AP1M2_HUMAN	5.57e-09	10053	19	10572671	10587315	-
AP1S1	P61966	AP-1 complex subunit sigma-1A	AP1S1_HUMAN	9.03e-05	1174	7	101154405	101161276	+
AP1S2	P56377	AP-1 complex subunit sigma-2	AP1S2_HUMAN	6.47e-10	8905	X	15825806	15855014	-
AP2A1	O95782	AP-2 complex subunit alpha-1	AP2A1_HUMAN	5.15e-16	160	19	49766923	49807112	+
AP2A2	O94973	AP-2 complex subunit alpha-2	AP2A2_HUMAN	3.79e-23	161	11	925809	1012245	+
AP2B1	P63010	AP-2 complex subunit beta	AP2B1_HUMAN	1.49e-15	163	17	35586899	35726417	+
AP2M1	Q96CW1	AP-2 complex subunit mu	AP2M1_HUMAN	7.54e-13	1173	3	184174846	184184091	+
AP2S1	P53680	AP-2 complex subunit sigma	AP2S1_HUMAN	6.32e-17	1175	19	46838158	46850995	-
AP3B1	O00203	AP-3 complex subunit beta-1	AP3B1_HUMAN	1.32e-16	8546	5	78002326	78294755	-
AP3D1	O14617	AP-3 complex subunit delta-1	AP3D1_HUMAN	3.79e-23	8943	19	2100988	2151620	-
AP3M1	Q9Y2T2	AP-3 complex subunit mu-1	AP3M1_HUMAN	1.5e-19	26985	10	74120257	74151068	-
AP3M2	P53677	AP-3 complex subunit mu-2	AP3M2_HUMAN	1.9e-12	10947	8	42152946	42171183	+
AP3S1	Q92572	AP-3 complex subunit sigma-1	AP3S1_HUMAN	1.54e-22	1176	5	115841922	115914081	+
AP4B1	Q9Y6B7	AP-4 complex subunit beta-1	AP4B1_HUMAN	7.07e-05	10717	1	113894748	113905206	-
AP4E1	Q9UPM8	AP-4 complex subunit epsilon-1	AP4E1_HUMAN	3.79e-05	23431	15	50908625	51005900	+
AP4M1	O00189	AP-4 complex subunit mu-1	AP4M1_HUMAN	0.009035806	9179	7	100101412	100107180	+
AP4S1	Q9Y587	AP-4 complex subunit sigma-1	AP4S1_HUMAN	3.27e-06	11154	14	31025106	31096450	+
AP5M1	Q9H0R1	AP-5 complex subunit mu-1	AP5M1_HUMAN	0.007801865	55745	14	57268888	57298742	+
AP5S1	Q9NUS5	AP-5 complex subunit sigma-1	AP5S1_HUMAN	1.14e-05	55317	20	3820524	3825307	+
APAF1	O14727	Apoptotic protease-activating factor 1	APAF_HUMAN	0.001358619	317	12	98645228	98735433	+
APBB1IP	Q7Z5R6	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein	AB1IP_HUMAN	1.45e-06	54518	10	26438203	26567879	+
APC	P25054	Adenomatous polyposis coli protein	APC_HUMAN	0.008717713	324	5	112707505	112846239	+
APCS	P02743	Serum amyloid P-component	SAMP_HUMAN	1.77e-15	325	1	159587826	159588871	+
APEH	P13798	Acylamino-acid-releasing enzyme	ACPH_HUMAN	2.58e-17	327	3	49673130	49683504	+
APEX1	P27695	DNA-(apurinic or apyrimidinic site) endonuclease	APEX1_HUMAN	3.28e-15	328	14	20455131	20457772	+
API5	Q9BZZ5	Apoptosis inhibitor 5	API5_HUMAN	3.82e-16	8539	11	43311955	43344530	+
APIP	Q96GX9	Methylthioribulose-1-phosphate dehydratase	MTNB_HUMAN	4.98e-15	51074	11	34882295	34916411	-
APMAP	Q9HDC9	Adipocyte plasma membrane-associated protein	APMAP_HUMAN	7.23e-20	57136	20	24962925	24992974	-
APOA1	P02647	Apolipoprotein A-I	APOA1_HUMAN	1.16e-13	335	11	116835751	116837647	-
APOA2	P02652	Apolipoprotein A-II	APOA2_HUMAN	2.23e-11	336	1	161222293	161223628	-
APOA4	P06727	Apolipoprotein A-IV	APOA4_HUMAN	2.82e-12	337	11	116820702	116823295	-
APOB	P04114	Apolipoprotein B-100	APOB_HUMAN	3.79e-23	338	2	20999218	21044073	-
APOBR	Q0VD83	Apolipoprotein B receptor	APOBR_HUMAN	0.00213866	55911	16	28494649	28498970	+
APOC1	P02654	Apolipoprotein C-I	APOC1_HUMAN	1.08e-09	341	19	44914325	44919349	+
APOC2	P02655	Apolipoprotein C-II	APOC2_HUMAN	4.06e-11	344	19	44945982	44949565	+
APOC3	P02656	Apolipoprotein C-III	APOC3_HUMAN	1.58e-10	345	11	116829908	116833071	+
APOC4	P55056	Apolipoprotein C-IV	APOC4_HUMAN	4.21e-21	346	19	44942238	44945496	+
APOD	P05090	Apolipoprotein D	APOD_HUMAN	3.62e-08	347	3	195568702	195584205	-
APOE	P02649	Apolipoprotein E	APOE_HUMAN	7.81e-19	348	19	44905749	44909395	+
APOF	Q13790	Apolipoprotein F	APOF_HUMAN	3.64e-15	319	12	56360571	56362799	-
APOH	P02749	Beta-2-glycoprotein 1	APOH_HUMAN	2.28e-08	350	17	66212029	66229438	-
APOL1	O14791	Apolipoprotein L1	APOL1_HUMAN	2.39e-05	8542	22	36253071	36267531	+
APOL2	Q9BQE5	Apolipoprotein L2	APOL2_HUMAN	8.73e-14	23780	22	36226209	36239954	-
APOL3	O95236	Apolipoprotein L3	APOL3_HUMAN	2.29e-05	80833	22	36140323	36166177	-
APOM	O95445	Apolipoprotein M	APOM_HUMAN	7.1e-22	55937	6	31652410	31658210	+
APOO	Q9BUR5	MICOS complex subunit MIC26	MIC26_HUMAN	1.51e-09	79135	X	23833348	23907940	-
APOOL	Q6UXV4	MICOS complex subunit MIC27	MIC27_HUMAN	1.42e-15	139322	X	85003892	85093317	+
APP	P05067	Amyloid-beta precursor protein	A4_HUMAN	1.39e-13	351	21	25880550	26171128	-
APPL1	Q9UKG1	DCC-interacting protein 13-alpha	DP13A_HUMAN	6.16e-21	26060	3	57227737	57273471	+
APPL2	Q8NEU8	DCC-interacting protein 13-beta	DP13B_HUMAN	5.85e-12	55198	12	105173297	105236230	-
APRT	P07741	Adenine phosphoribosyltransferase	APT_HUMAN	4.76e-14	353	16	88809469	88811934	-
APTX	Q7Z2E3	Aprataxin	APTX_HUMAN	0.003855091	54840	9	32972606	33025138	-
AQP1	P29972	Aquaporin-1	AQP1_HUMAN	1.12e-06	358	7	30911800	30925516	+
AQP5	P55064	Aquaporin-5	AQP5_HUMAN	1.9e-05	362	12	49961496	49965682	+
AQR	O60306	RNA helicase aquarius	AQR_HUMAN	2.63e-07	9716	15	34856351	34969794	-
ARAP1	Q96P48	"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1"	ARAP1_HUMAN	1.78e-08	116985	11	72685069	72752389	-
ARCN1	P48444	Coatomer subunit delta	COPD_HUMAN	7.83e-14	372	11	118572387	118603033	+
ARF3;ARF1	P61204;P84077	ADP-ribosylation factor 3;ADP-ribosylation factor 1	ARF3_HUMAN;ARF1_HUMAN	1.16e-18					
ARF4	P18085	ADP-ribosylation factor 4	ARF4_HUMAN	3.79e-23	378	3	57571363	57597488	-
ARF5	P84085	ADP-ribosylation factor 5	ARF5_HUMAN	2.27e-11	381	7	127588352	127591705	+
ARF6	P62330	ADP-ribosylation factor 6	ARF6_HUMAN	6.05e-09	382	14	49893018	49897054	+
ARFGAP1	Q8N6T3	ADP-ribosylation factor GTPase-activating protein 1	ARFG1_HUMAN	0.000146732	55738	20	63272785	63289793	+
ARFGAP2	Q8N6H7	ADP-ribosylation factor GTPase-activating protein 2	ARFG2_HUMAN	3.8e-06	84364	11	47164298	47177503	-
ARFGAP3	Q9NP61	ADP-ribosylation factor GTPase-activating protein 3	ARFG3_HUMAN	0.004522091	26286	22	42796524	42857402	-
ARFGEF1	Q9Y6D6	Brefeldin A-inhibited guanine nucleotide-exchange protein 1	BIG1_HUMAN	0.000274896	10565	8	67175296	67343897	-
ARFGEF2	Q9Y6D5	Brefeldin A-inhibited guanine nucleotide-exchange protein 2	BIG2_HUMAN	1.19e-14	10564	20	48921721	49036693	+
ARFGEF3	Q5TH69	Brefeldin A-inhibited guanine nucleotide-exchange protein 3	BIG3_HUMAN	0.006955971	57221	6	138161916	138344663	+
ARFIP1	P53367	Arfaptin-1	ARFP1_HUMAN	3.79e-23	27236	4	152779937	152911912	+
ARFIP2	P53365	Arfaptin-2	ARFP2_HUMAN	1.25e-07	23647	11	6474683	6481479	-
ARG1	P05089	Arginase-1	ARGI1_HUMAN	1.35e-16	383	6	131573203	131584332	+
ARHGAP1	Q07960	Rho GTPase-activating protein 1	RHG01_HUMAN	4.99e-18	392	11	46677075	46700665	-
ARHGAP10	A1A4S6	Rho GTPase-activating protein 10	RHG10_HUMAN	0.000466144	79658	4	147732063	148072779	+
ARHGAP12	Q8IWW6	Rho GTPase-activating protein 12	RHG12_HUMAN	6.31e-05	94134	10	31805398	31928876	-
ARHGAP15	Q53QZ3	Rho GTPase-activating protein 15	RHG15_HUMAN	0.008402905	55843	2	143070968	143768352	+
ARHGAP17	Q68EM7	Rho GTPase-activating protein 17	RHG17_HUMAN	9.98e-16	55114	16	24919384	25015601	-
ARHGAP18	Q8N392	Rho GTPase-activating protein 18	RHG18_HUMAN	8.33e-16	93663	6	129576145	129710225	-
ARHGAP25	P42331	Rho GTPase-activating protein 25	RHG25_HUMAN	0.004917414	9938	2	68710505	68826833	+
ARHGAP26	Q9UNA1	Rho GTPase-activating protein 26	RHG26_HUMAN	0.000513901	23092	5	142770380	143229007	+
ARHGAP27	Q6ZUM4	Rho GTPase-activating protein 27	RHG27_HUMAN	7.82e-05	201176	17	45393902	45432916	-
ARHGAP30	Q7Z6I6	Rho GTPase-activating protein 30	RHG30_HUMAN	0.001610971	257106	1	161046942	161069971	-
ARHGAP35	Q9NRY4	Rho GTPase-activating protein 35	RHG35_HUMAN	0.000247201	2909	19	46918567	47005077	+
ARHGAP4	P98171	Rho GTPase-activating protein 4	RHG04_HUMAN	4.3e-17	393	X	153907376	153926260	-
ARHGAP45	Q92619	Rho GTPase-activating protein 45	HMHA1_HUMAN	3.5e-05					
ARHGAP9	Q9BRR9	Rho GTPase-activating protein 9	RHG09_HUMAN	1.72e-05	64333	12	57472255	57483959	-
ARHGDIA	P52565	Rho GDP-dissociation inhibitor 1	GDIR1_HUMAN	3.03e-09	396	17	81867719	81871406	-
ARHGDIB	P52566	Rho GDP-dissociation inhibitor 2	GDIR2_HUMAN	1.06e-12	397	12	14942015	14961628	-
ARHGEF1	Q92888	Rho guanine nucleotide exchange factor 1	ARHG1_HUMAN	3.96e-15	9138	19	41883173	41907454	+
ARHGEF10	O15013	Rho guanine nucleotide exchange factor 10	ARHGA_HUMAN	1.64e-07	9639	8	1823983	1958641	+
ARHGEF10L	Q9HCE6	Rho guanine nucleotide exchange factor 10-like protein	ARGAL_HUMAN	3.79e-23	55160	1	17520197	17697875	+
ARHGEF11	O15085	Rho guanine nucleotide exchange factor 11	ARHGB_HUMAN	0.007215584	9826	1	156934840	157046640	-
ARHGEF12	Q9NZN5	Rho guanine nucleotide exchange factor 12	ARHGC_HUMAN	2.61e-12	23365	11	120336406	120489936	+
ARHGEF17	Q96PE2	Rho guanine nucleotide exchange factor 17	ARHGH_HUMAN	0.000449823	9828	11	73305939	73369380	+
ARHGEF2	Q92974	Rho guanine nucleotide exchange factor 2	ARHG2_HUMAN	1.21e-08	9181	1	155946640	156002635	-
ARHGEF25	Q86VW2	Rho guanine nucleotide exchange factor 25	ARHGP_HUMAN	0.000292128	115557	12	57610180	57617245	+
ARHGEF37	A1IGU5	Rho guanine nucleotide exchange factor 37	ARH37_HUMAN	1.64e-06	389337	5	149551632	149634968	+
ARHGEF5	Q12774	Rho guanine nucleotide exchange factor 5	ARHG5_HUMAN	0.001146864	7984	7	144355396	144380632	+
ARHGEF6	Q15052	Rho guanine nucleotide exchange factor 6	ARHG6_HUMAN	2.11e-16	9459	X	136665547	136781656	-
ARHGEF7	Q14155	Rho guanine nucleotide exchange factor 7	ARHG7_HUMAN	7.75e-15	8874	13	111115277	111305734	+
ARID1A	O14497	AT-rich interactive domain-containing protein 1A	ARI1A_HUMAN	0.003572336	8289	1	26696031	26782110	+
ARID1B	Q8NFD5	AT-rich interactive domain-containing protein 1B	ARI1B_HUMAN	0.000710739	57492	6	156777892	157210779	+
ARID2	Q68CP9	AT-rich interactive domain-containing protein 2	ARID2_HUMAN	8.58e-06	196528	12	45729689	45908037	+
ARIH1	Q9Y4X5	E3 ubiquitin-protein ligase ARIH1	ARI1_HUMAN	3.4e-12	25820	15	72474282	72586560	+
ARL1	P40616	ADP-ribosylation factor-like protein 1	ARL1_HUMAN	1.13e-14	400	12	101393120	101407820	-
ARL15	Q9NXU5	ADP-ribosylation factor-like protein 15	ARL15_HUMAN	3.08e-06	54622	5	53884748	54310586	-
ARL2	P36404	ADP-ribosylation factor-like protein 2	ARL2_HUMAN	2.33e-10	402	11	65014113	65022185	+
ARL2BP	Q9Y2Y0	ADP-ribosylation factor-like protein 2-binding protein	AR2BP_HUMAN	4e-11	23568	16	57245126	57253635	+
ARL3	P36405	ADP-ribosylation factor-like protein 3	ARL3_HUMAN	1.68e-18	403	10	102673727	102714433	-
ARL6	Q9H0F7	ADP-ribosylation factor-like protein 6	ARL6_HUMAN	4.04e-05	84100	3	97764521	97801242	+
ARL6IP5	O75915	PRA1 family protein 3	PRAF3_HUMAN	4.67e-10	10550	3	69084939	69106088	+
ARL6IP6	Q8N6S5	ADP-ribosylation factor-like protein 6-interacting protein 6	AR6P6_HUMAN	1.44e-13	151188	2	152717893	152761253	+
ARL8A	Q96BM9	ADP-ribosylation factor-like protein 8A	ARL8A_HUMAN	1.71e-12	127829	1	202133404	202144743	-
ARL8B	Q9NVJ2	ADP-ribosylation factor-like protein 8B	ARL8B_HUMAN	5.99e-13	55207	3	5122245	5180916	+
ARMC1	Q9NVT9	Armadillo repeat-containing protein 1	ARMC1_HUMAN	8.79e-07	55156	8	65602456	65634217	-
ARMC10	Q8N2F6	Armadillo repeat-containing protein 10	ARM10_HUMAN	5.6e-12	83787	7	103074727	103099763	+
ARMC6	Q6NXE6	Armadillo repeat-containing protein 6	ARMC6_HUMAN	7.98e-05	93436	19	19033578	19058178	+
ARMC8	Q8IUR7	Armadillo repeat-containing protein 8	ARMC8_HUMAN	1.03e-07	25852	3	138187248	138298389	+
ARMCX1	Q9P291	Armadillo repeat-containing X-linked protein 1	ARMX1_HUMAN	6.19e-06	51309	X	101550531	101554700	+
ARMCX2	Q7L311	Armadillo repeat-containing X-linked protein 2	ARMX2_HUMAN	0.008481095	9823	X	101655281	101659891	-
ARMCX3	Q9UH62	Armadillo repeat-containing X-linked protein 3	ARMX3_HUMAN	0.000256479	51566	X	101623127	101627843	+
ARMH3	Q5T2E6	Armadillo-like helical domain-containing protein 3	ARMD3_HUMAN	0.000312516					
ARMT1	Q9H993	Damage-control phosphatase ARMT1	ARMT1_HUMAN	1.78e-08	79624	6	151452258	151470101	+
ARPC1A	Q92747	Actin-related protein 2/3 complex subunit 1A	ARC1A_HUMAN	3.25e-10	10552	7	99325873	99366262	+
ARPC1B	O15143	Actin-related protein 2/3 complex subunit 1B	ARC1B_HUMAN	7.3e-08	10095	7	99374675	99394801	+
ARPC2	O15144	Actin-related protein 2/3 complex subunit 2	ARPC2_HUMAN	5.21e-21	10109	2	218217094	218254348	+
ARPC3	O15145	Actin-related protein 2/3 complex subunit 3	ARPC3_HUMAN	1.48e-07	10094	12	110434890	110450411	-
ARPC4	P59998	Actin-related protein 2/3 complex subunit 4	ARPC4_HUMAN	9.11e-07	10093	3	9792495	9807105	+
ARPC5	O15511	Actin-related protein 2/3 complex subunit 5	ARPC5_HUMAN	1.08e-12	10092	1	183626193	183635941	-
ARPC5L	Q9BPX5	Actin-related protein 2/3 complex subunit 5-like protein	ARP5L_HUMAN	1.25e-21	81873	9	124862135	124877733	+
ARPIN	Q7Z6K5	Arpin	ARPIN_HUMAN	1.42e-06	348110	15	89896532	89912990	-
ARRB1	P49407	Beta-arrestin-1	ARRB1_HUMAN	3.51e-17	408	11	75260122	75351831	-
ARRB2	P32121	Beta-arrestin-2	ARRB2_HUMAN	1.13e-11	409	17	4710494	4721500	+
